Título,Autores,Año,Journal,DOI,URL,Fuente
Towards Remote Monitoring of Sickle Cell Disease for Heart Failure: A Single Lead ECG-AI Model,"I. Karabayir, R. Davis, Lokesh K. Chinthala, Parul Rai, Dan McGuire, Jane S Hankins, O. Akbilgic",2024,Blood,10.1182/blood-2024-209315,https://www.semanticscholar.org/paper/7d5f504b766781d4bc5c36ecad44beb95fcc44ff,Semantic Scholar
A Heart Disease Prediction in the Age of AI: A Comprehensive Review of ML and DL Approaches,"Prof. Sarwesh Site, Neha Patle",2025,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem52650,https://www.semanticscholar.org/paper/3281ed52710b3d94fb83ae0eb82f115a8ccd0262,Semantic Scholar
Coronary risk of patients with valvular heart disease: prospective validation of CT-Valve Score,"R. Hasselbalch, M. Pries-Heje, Sarah Louise Kjølhede Holle, T. Engstrøm, M. Heitmann, F. Pedersen, M. Schou, H. Mickley, H. Elming, R. Steffensen, L. Koeber, K. Iversen",2020,Open Heart,10.1136/openhrt-2020-001380,https://www.semanticscholar.org/paper/9a4d9f1cd603076807d113ce7d39e85e1a054dd3,Semantic Scholar
External Validation of Proposed American Heart Association Algorithm for Cardiovascular Screening Before Kidney Transplantation,"M. B. Nielsen, J. Dahl, B. Jespersen, P. Ivarsen, Henrik Birn, Simon Winther",2023,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.123.031150,https://www.semanticscholar.org/paper/0037dac487447bfeb69dffc72f040d2cd3f4e34a,Semantic Scholar
Heart Disease Prediction Model using various Supervised Learning Algorithm,"Sachin Upadhyay, Anjali Dwivedi, Ashutosh Verma, Vatsya Tiwari",2023,2023 IEEE 12th International Conference on Communication Systems and Network Technologies (CSNT),10.1109/CSNT57126.2023.10134595,https://www.semanticscholar.org/paper/d2752fe2da456f5c3896e90a5845b0ec0e9a3bf4,Semantic Scholar
Abstract 15181: Sensitivity and Specificity of the Artificial Intelligence-Based 5-Lead 3D Vectorcardiography in Patients With Suspected or Confirmed Coronary Heart Disease,"C. Schmidt-Lucke, B. Lischke, Eugenia Weber, Daniel Günther, A. Schomoeller, Henning Steen, A. Schmidt-Lucke",2023,Circulation,10.1161/circ.148.suppl_1.15181,https://www.semanticscholar.org/paper/9078b9abdb2f7ec6b5fdebed31e49b05053f531e,Semantic Scholar
5-lead 3D-vectorcardiography differentiates between high and low cardiovascular risk profiles in patients with suspected or know coronary heart disease,"C. Schmidt-Lucke, S. Kohl, A. Kammeier, H. Knobl, W. Burchert, J. A. Schmidt-Lucke, B. Lischke, O. Lindner",2023,European Heart Journal,10.1093/eurheartj/ehad655.3011,https://www.semanticscholar.org/paper/883baee9264ee5dda00dafc24afc78c998cd8948,Semantic Scholar
Leveraging Machine Learning Techniques to Predict Cardiovascular Heart Disease,"Remzi Başar, Öznur Ocak, Alper Erturk, Marcelle de la Roche",2025,Information,10.3390/info16080639,https://www.semanticscholar.org/paper/d9c79b22678501beb1d311bb2367ac0a5e7a07e1,Semantic Scholar
Prospective Descriptive Study to Evaluate the Impact of Clinical Pharmacist in Antiplatelet Utilization and Safety in Coronary Heart Disease Patients,"Hisham A. Nematalla, Rasha Wafaie, E. A. Elaziz, Asser Ghoneem, Ahmed Abd Elaaty",2021,European Heart Journal Supplements,10.1093/eurheartj/suab069.012,https://www.semanticscholar.org/paper/e7cf9997f9414b86a76ada85b077687518cca724,Semantic Scholar
Sixty seconds on . . . AI heart checks,J. Wise,2022,BMJ,10.1136/bmj.o667,https://www.semanticscholar.org/paper/274bc57627ce06da7e3b961db5f2f8d6d68d19c7,Semantic Scholar
Arterial-myocardial coupling in primary AL amyloidosis. A validation study of vascular involvement,"R. Patras, D. Delialis, I. Petropoulos, G. Georgiopoulos, F. Theodarakakou, D. Bampatsias, L. Angelidakis, A. Alexandropoulos, G. Zervas, C. Moustou, N. Rachiotis, M. Dimopoulos, A. Briasoulis, E. Kastritis, K. Stamatelopoulos",2024,European Heart Journal,10.1093/eurheartj/ehae666.2094,https://www.semanticscholar.org/paper/aea24896b716d76a61e17ba3bb10a09f5e7eae3a,Semantic Scholar
Accuracy of mobile 6-lead electrocardiogram device for assessment of QT interval: a prospective validation study,"A. Bergeman, S. N. Pultoo, M. Winter, G. Somsen, I. Tulevski, A. Wilde, P. G. Postema, C. van, D. Werf",2022,Netherlands Heart Journal,10.1007/s12471-022-01716-5,https://www.semanticscholar.org/paper/b68e1df04127294ce06309c5ba9b274512af73f3,Semantic Scholar
An Explainable Transfer Learning based Residual Attention BiLSTM Model for Fair and Accurate Prognosis of Ischemic Heart Disease,"C. D, Arul N, Praveen Pai T, Vijaya Arjunan Ranganathan, Tanuja Shailesh, Andrew J",2025,F1000Research,10.12688/f1000research.166307.1,https://www.semanticscholar.org/paper/63c79a80c9b5d7bba61c4cc361dee6147b619531,Semantic Scholar
Explainable Transfer Learning with Residual Attention BiLSTM for Prognosis of Ischemic Heart Disease.,"C. D, Arul N, Praveen Pai T, Vijaya Arjunan Ranganathan, Tanuja Shailesh, Andrew J",2025,F1000Research,10.12688/f1000research.166307.2,https://www.semanticscholar.org/paper/5caa1b932011070c99b0636b3c65de1e480b5ddc,Semantic Scholar
Prognostic Modelling Studies of Coronary Heart Disease—A Systematic Review of Conventional and Genetic Risk Factor Studies,"N. Nasr, B. Soltész, J. Sándor, R. Ádány, S. Fiatal",2022,Journal of Cardiovascular Development and Disease,10.3390/jcdd9090295,https://www.semanticscholar.org/paper/d59eb4d8e85c3bf39a70f3ed42fe70ae8e00f741,Semantic Scholar
Heart Disease Classification using FusionNet to Extract SpatioTemporal Features from ECG Signal,"Thi-Oanh Ha, Hieyong Jeong, H. Doan",2025,2025 IEEE International Conference on Advanced Visual and Signal-Based Systems (AVSS),10.1109/AVSS65446.2025.11149856,https://www.semanticscholar.org/paper/88fca925497ad87ea73be428b3cc8d37f43b3a81,Semantic Scholar
Prediction of significant congenital heart disease in infants and children using continuous wavelet transform and deep convolutional neural network with 12-lead electrocardiogram,"Yu-Shin Lee, Hung-Tao Chung, Jainn-Jim Lin, M. Hwang, Hao-Chuan Liu, Hsin-Mao Hsu, Ya-Ting Chang, Syu-Jyun Peng",2025,BMC Pediatrics,10.1186/s12887-025-05628-2,https://www.semanticscholar.org/paper/2f74488b9694c7426749231a1dbb884436ced540,Semantic Scholar
Engagement of adults with congenital heart disease in research: overcoming barriers relating to social deprivation,"R. Webb-Mitchell, A. Constantine, L. Van Bulck, E. Goossens, A. Kovacs, K. Luyckx, P. Moons, K. Dimopoulos, L. Coats",2024,European Heart Journal,10.1093/eurheartj/ehae666.3570,https://www.semanticscholar.org/paper/19c279c6b0135e68d70b29fa828e9b9fceb734aa,Semantic Scholar
Pregnancy in women with congenital heart disease : new insights into neonatal risk predictioc,"N. Rahnama, N. Ben Jemaa, A. Colson, A. Pasquet, L. Houard De Castro, F. Debiève, S. Piérard",2024,European Heart Journal,10.1093/eurheartj/ehae666.2112,https://www.semanticscholar.org/paper/942b0524bc84c42613648f1989aefbf946eca755,Semantic Scholar
Short-term mechanical circulatory support in adults with congenital heart disease: indications and outcomes,"Z. Abdulelah, A. Constantine, G. Zuanetti, P. Frederiks, G. Guglielmi, A. Hoschtitzky, D. Shore, T. C. Aw, K. Dimopoulos, P. Bianchi",2024,European Heart Journal,10.1093/eurheartj/ehae666.2151,https://www.semanticscholar.org/paper/3aeb3882ea75ca5583ec65786a8049f01d7b2016,Semantic Scholar
"Development of a predictive model for adherence to pharmacological treatment in ischemic heart disease: consideration of psychosociocultural, neuropsychological, and mental health variables","J. B. Flores-Mendoza, J. Salvador-Cruz, R. Robles-Garcia, J. L. Aceves Chimal, R. Diaz-Loving",2024,European Heart Journal,10.1093/eurheartj/ehae666.2952,https://www.semanticscholar.org/paper/96308971094a3994f9e24599f4f7145a4af3e932,Semantic Scholar
"E-selectin and asymmetric dimethylarginine plasma levels in adult cyanotic congenital heart disease patients: relation to biochemical parameters, vascular function, and clinical status.","S. Nartowicz, I. Miechowicz, L. Szczepaniak-Chichiel, A. Bartczak-Rutkowska, M. Gabriel, M. Lesiak, O. Trojnarska",2024,European Heart Journal,10.1093/eurheartj/ehae666.2141,https://www.semanticscholar.org/paper/efdfb5d7dfadf83fa97713a8a9d8c74c0e34f485,Semantic Scholar
Ten‐Year Risk Equations for Incident Heart Failure in Established Atherosclerotic Cardiovascular Disease Populations,"Luke P. Dawson, Melinda J Carrington, T. Haregu, Shane Nanayakkara, Garry Jennings, Anthony Dart, D. Stub, Michael Inouye, David M. Kaye",2024,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.124.034254,https://www.semanticscholar.org/paper/e5fa616ff47e0b0107496fff049dc47e375737e8,Semantic Scholar
Incidence and Outcomes of Advanced Heart Failure in Adults With Congenital Heart Disease,"A. Egbe, William R. Miranda, C. Jain, C. Bonnichsen, Jason H. Anderson, J. Dearani, C. Warnes, J. Crestanello, H. Connolly",2022,Circulation. Heart Failure,10.1161/CIRCHEARTFAILURE.122.009675,https://www.semanticscholar.org/paper/f7669da1eaea32296713ad36e726f6aea52b866d,Semantic Scholar
An Ensemble Deep Learning Algorithm for Structural Heart Disease Screening Using Electrocardiographic Images: PRESENT SHD,"L. Dhingra, Arya Aminorroaya, V. Sangha, Aline Fernandes Pedroso Camargos, S. Vasisht Shankar, A. Coppi, Murilo Foppa, L. Brant, S. Barreto, A. L. Ribeiro, H. Krumholz, E. Oikonomou, R. Khera",2024,medRxiv,10.1101/2024.10.06.24314939,https://www.semanticscholar.org/paper/7a32946a08119287e0b6e1b8e1bbd359a0e5f942,Semantic Scholar
Artificial intelligence (AI)-assisted chest computer tomography (CT) insights: a study on intensive care unit (ICU) admittance trends in 78 coronavirus disease 2019 (COVID-19) patients,"Rudolf Bumm, P. Zaffino, Andras Lasso, R. Estépar, Steve Pieper, Jakob Wasserthal, M. Spadea, T. Latshang, Nadine Kawel-Boehm, A. Wäckerlin, Raphael Werner, G. Hässig, Markus Furrer, R. Kikinis",2024,Journal of Thoracic Disease,10.21037/jtd-23-1150,https://www.semanticscholar.org/paper/21bf33f7a145f2518463187d54e751b49160c620,Semantic Scholar
Towards autonomous robot-assisted transcatheter heart valve implantation: in vivo teleoperation and phantom validation of AI-guided positioning,"Jonas Smits, Pierre Schegg, Loic Wauters, Luc Perard, Corentin Languepin, Davide Recchia, Vera Damerjian Pieters, Stéphane Lopez, Didier Tchetche, Kendra Grubb, Jorgen Hansen, Eric Sejor, Pierre Berthet-Rayne",2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1650228,https://www.semanticscholar.org/paper/a3a75e33850de069c4e2d36dc669bb1b2667f001,Semantic Scholar
A Review of Machine Learning in Predicting Heart Disease Risk Based on Medical Data,Safa Safa,2024,Metaheuristic Optimization Review,10.54216/mor.020203,https://www.semanticscholar.org/paper/140ee4ee6c35de28afd8cb7e41da42732d4bd70b,Semantic Scholar
"Associations of Job Strain, Stressful Life Events, and Social Strain With Coronary Heart Disease in the Women’s Health Initiative Observational Study","Conglong Wang, Félice Lê-Scherban, Jennifer A. Taylor, Elena Salmoirago‐Blotcher, M. Allison, David Gefen, L. Robinson, Y. Michael",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.017780,https://www.semanticscholar.org/paper/ca6bde89aad044b057ad80741bea75e37e6d07c8,Semantic Scholar
"Art or Artifact: Evaluating the Accuracy, Appeal, and Educational Value of AI-Generated Imagery in DALL·E 3 for Illustrating Congenital Heart Diseases","M. Temsah, Abdullah N. Alhuzaimi, Mohammed Almansour, F. Aljamaan, K. Alhasan, Munirah A Batarfi, I. Altamimi, Amani E. Alharbi, Adel Abdulaziz Alsuhaibani, Leena Alwakeel, Abdulrahman Alzahrani, Khaled B. Alsulaim, A. Jamal, Afnan Khayat, Mohammed Hussien Alghamdi, Rabih Halwani, Muhammad Khurram Khan, A. Al-Eyadhy, Rakan I Nazer",2024,Journal of Medical Systems,10.1007/s10916-024-02072-0,https://www.semanticscholar.org/paper/17feee9b2888193ab6ff7948b8500d96ff37baf7,Semantic Scholar
Artificial intelligence for the echocardiographic assessment of valvular heart disease,"Rashmi Nedadur, Bo Wang, W. Tsang",2022,Heart,10.1136/heartjnl-2021-319725,https://www.semanticscholar.org/paper/a8e1147833fcd1ebf384bd4fabf60fcff61a577a,Semantic Scholar
"Use of an echocardiographic-based, artificial intelligence system to improve racial disparities in care of patients with valvular heart disease","G. Horde, M. Sotelo, A. D Amico, M. Brouner, A. Shields, L. Wagner, C. Rogers, O. Booker, E. Andrikopoulou",2023,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jead119.303,https://www.semanticscholar.org/paper/52810eaa7584716bcfabe61ab2640948a1ebfae3,Semantic Scholar
Genetics and Ischemic Heart Disease: Should We Opt for Genetic Testing for Primary Prevention?,"Tariq Ashraf, Taseer Ahmed, M. Iqbal, Asif Nadeem",2023,Pakistan Heart Journal,10.47144/phj.v56i3.2642,https://www.semanticscholar.org/paper/4461795de3e68700f3ee473f8f2c0a322ce1d2a5,Semantic Scholar
"Prevalence of Valvular Heart Disease and Pulmonary Hypertension in Children in Rantau-Prapat City, North Sumatra, Indonesia","T. B. Haykal, A. Sitepu, Kamal Kharrazi Ilyas",2023,"Journal of Endocrinology, Tropical Medicine, and Infectious Disease (JETROMI)",10.32734/jetromi.v5i4.14333,https://www.semanticscholar.org/paper/0a12b8e965ea7d5fff8f428ebc607f792c317ff5,Semantic Scholar
Risk stratification of non-cardiac surgeries in adult congenital heart disease,"A. J. Fischer, J. Koeppe, J. Gerss, E. Freisinger, H. Reinecke, H. Baumgartner, G. Diller",2023,European Heart Journal,10.1093/eurheartj/ehad655.1902,https://www.semanticscholar.org/paper/d7ec1648cac4af54412db522665845d7808354ac,Semantic Scholar
The RAPID-10 score: a new risk score from the retrospective analysis of maximal workload predictors of survival in ischemic heart disease at 10 years,"B. Braganca, I. Campos, I. Cruz, R. Lopes, I. Oliveira, J. P. Monteiro, C. Queiros, P. Pinto, A. Andrade",2023,European Heart Journal,10.1093/eurheartj/ehad655.2441,https://www.semanticscholar.org/paper/5939b6944b4687b193ae14da3b6894936ae2719d,Semantic Scholar
Multi-centre post-mortem study on the use of coronary inflammation in CCTA to improve the diagnosis of the coronary related cause of death with histopathology validation,"C. Xie, T. Mackinnon, S. Thomas, D. Freeman, I. Roberts, C. Mathers, P. Tomlins, B. Xiao, I. Badi, C. Robinson, A. Deshpande, B. Morgan, K. Channon, S. Neubauer, C. Antoniades",2024,European Heart Journal,10.1093/eurheartj/ehae666.215,https://www.semanticscholar.org/paper/cfeb5260906aa527edc78500ba629a40e20e96a5,Semantic Scholar
Proteins as Mediators of the Association Between Diet Quality and Incident Cardiovascular Disease and All‐Cause Mortality: The Framingham Heart Study,"Youjin Kim, Sophia Lu, J. Ho, Shih-Jen Hwang, C. Yao, T. Huan, Daniel Levy, Jiantao Ma",2021,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.121.021245,https://www.semanticscholar.org/paper/969e2d2a55b71f578350b39124cd78848cc62203,Semantic Scholar
Development and Validation of a Predictive Risk Algorithm for Bleeding in Individuals on Long-term Hemodialysis: An International Prospective Cohort Study (BLEED-HD),"M. Madken, R. Mallick, E. Rhodes, Roshanak Mahdavi, Anan Bader Eddeen, G. Hundemer, D. Kelly, A. Karaboyas, B. Robinson, B. Bieber, Amber O. Molnar, S. Badve, Peter Tanuseputro, Greg Knoll, M. Sood",2023,Canadian Journal of Kidney Health and Disease,10.1177/20543581231169610,https://www.semanticscholar.org/paper/436a07f772379d6488a6ef37196e63ee53b4c75c,Semantic Scholar
"Mitochondrial targets in ischaemic heart disease and heart failure, and their potential for a more efficient clinical translation. A scientific statement of the ESC Working Group on Cellular Biology of the Heart and the ESC Working Group on Myocardial Function","Melanie Paillard, Mahmoud Abdellatif, I. Andreadou, Christian Bär, Luc Bertrand, B. Brundel, Gemma Chiva-Blanch, Sean M. Davidson, Dana K Dawson, F. Di Lisa, Paul C Evans, Z. Giricz, Derek J. Hausenloy, P. Kleinbongard, F. Lezoualc’h, Elisa A Liehn, Christoph Maack, Ange Maguy, Elizabeth Murphy, C. Perrino, M. Pesce, Peter P. Rainer, Katrin Streckfuss‐Bömeke, Matthias Thielmann, Rong Tian, C. Tocchetti, J. van der Velden, S. Van Linthout, S. Zacchigna, T. Krieg",2025,European Journal of Heart Failure,10.1002/ejhf.3674,https://www.semanticscholar.org/paper/dcef7ba4caf2768503ff606ab8489b09fc8a95ab,Semantic Scholar
"Cardiovascular and Renal Comorbidities Included into Neural Networks Predict the Outcome in COVID-19 Patients Admitted to an Intensive Care Unit: Three-Center, Cross-Validation, Age- and Sex-Matched Study","E. Ovcharenko, A. Kutikhin, O. Gruzdeva, A. Kuzmina, Tamara Slesareva, E. Brusina, Svetlana E. Kudasheva, T. Bondarenko, S. Kuzmenko, N. Osyaev, Natalia V. Ivannikova, G. Vavin, Vadim Moses, Viacheslav V. Danilov, E. Komossky, K. Klyshnikov",2023,Journal of Cardiovascular Development and Disease,10.3390/jcdd10020039,https://www.semanticscholar.org/paper/f0bc716c837e5a8832bebefc65fafcef4fce768f,Semantic Scholar
Validation of a fully automated AI system for accurate left ventricular ejection fraction measurement in echocardiography,"K. Sveric, I. Platzek, S. Haussig, A. Linke",2025,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jeae333.003,https://www.semanticscholar.org/paper/39b1b0a73b5969f326bdf7357d92f371b0f55b0e,Semantic Scholar
Diagnostic Accuracy of Artificial Intelligence-Assisted Phonocardiography for Pathological Heart Murmurs and Congenital Heart Disease in a Pediatric Population: A Systematic Review and Meta-Analysis,"Meicyana Nona Pita, Vanessa C. Gunawan, Subhika Laksmi",2025,The Indonesian Journal of General Medicine,10.70070/ze98pw33,https://www.semanticscholar.org/paper/896d7207c1dfab214124f877e44eb51d1a5bd6ba,Semantic Scholar
Machine Learning-Based Analysis of ECG and PCG Signals for Rheumatic Heart Disease Detection: A Scoping Review (2015-2025),"Damilare Emmanuel Olatunji, Julius Dona Zannu, Carine Pierrette Mukamakuza, Godbright Nixon Uiso, Mona Mamoun Mubarak Aman, John Bosco Thuo, Chol Buol, Nchofon Tagha Ghogomu, Evelyne Umubyeyi",2025,ArXiv,10.48550/arXiv.2505.18182,https://www.semanticscholar.org/paper/295031546f1ef4794f0d5205c4aec3a3f5177bc5,Semantic Scholar
Artificial intelligence-assisted auscultation in detecting congenital heart disease,"Jingjing Lv, Bin Dong, Hao Lei, Guocheng Shi, Han-song Wang, Fang Zhu, Chen Wen, Qian Zhang, Lijun Fu, Xiaorong Gu, Jiajun Yuan, Yongmei Guan, Yu-Jun Xia, Lie-bin Zhao, Huiwen Chen",2021,European Heart Journal. Digital Health,10.1093/ehjdh/ztaa017,https://www.semanticscholar.org/paper/c78107d866b708f295900e77cbab2486f727a6fa,Semantic Scholar
Study Protocol for the Artificial Intelligence-Driven Evaluation of Structural Heart Diseases Using Wearable Electrocardiogram (ID-SHD),"Arya Aminorroaya, L. Dhingra, Aline Pedroso Camargos, S. Vasisht Shankar, A. Khunte, V. Sangha, R. Mcnamara, Norrisa Haynes, E. Oikonomou, R. Khera",2024,medRxiv,10.1101/2024.03.18.24304477,https://www.semanticscholar.org/paper/e236cfa7a223d4a91332c3e9d93bac06b0d0b782,Semantic Scholar
Potential Role of eNOS Genetic Variants in Ischemic Heart Disease Susceptibility and Clinical Presentation,"P. Severino, A. D’Amato, S. Prosperi, M. Magnocavallo, M. Mariani, Lucrezia Netti, L. Birtolo, P. De Orchi, C. Chimenti, V. Maestrini, F. Miraldi, C. Lavalle, V. Caputo, R. Palmirotta, M. Mancone, F. Fedele",2021,Journal of Cardiovascular Development and Disease,10.3390/jcdd8090116,https://www.semanticscholar.org/paper/e2c2e2130f961532eacfb719c7a6034d824c3051,Semantic Scholar
Artificial Intelligence (AI)-Driven Frailty Prediction Using Electronic Health Records in Hospitalized Patients With Cardiovascular Disease,"M. Yamashita, Kentaro Kamiya, K. Hotta, Anna Kubota, Kenji Sato, E. Maekawa, Hiroaki Miyata, Junya Ako",2024,Circulation Reports,10.1253/circrep.CR-24-0112,https://www.semanticscholar.org/paper/8766946ef7f8a51ddcd329b0846cbdea9f9471c4,Semantic Scholar
Heart Disease Prediction From Varied Length ECG Data Using Bi-Directional Recurrent Attention Network,"P. Kushwaha, Arvind Dagur, D. Shukla",2025,Journal of Information Systems Engineering and Management,10.52783/jisem.v10i30s.4834,https://www.semanticscholar.org/paper/820b708c72ed2873c2c84444c22e9a68ae18883c,Semantic Scholar
Identification of Long Noncoding RNA Candidate Disease Genes Associated With Clinically Reported Copy Number Variants in Congenital Heart Disease,"Jacqueline S Penaloza, Blythe Moreland, Jeffrey B. Gaither, Benjamin J. Landis, Stephanie M. Ware, Kim L McBride, Peter White",2025,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.124.039177,https://www.semanticscholar.org/paper/cacbeb6e9bfc6727dbcb2861c199bcaaadaa8d9f,Semantic Scholar
Proteomic Signatures of Lifestyle Risk Factors for Cardiovascular Disease: A Cross‐Sectional Analysis of the Plasma Proteome in the Framingham Heart Study,"L. Corlin, Chunyu Liu, Honghuang Lin, D. Leone, Qiong Yang, D. Ngo, D. Levy, L. Cupples, R. Gerszten, M. Larson, R. Vasan",2020,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.120.018020,https://www.semanticscholar.org/paper/9f1acd38f1dddebcb064e5eb12316039553e6633,Semantic Scholar
Longitudinal Lipidomic Profile of Subclinical Peripheral Artery Disease in American Indians: The Strong Heart Family Study,"Mingjing Chen, G. Miao, Mary J. Roman, Richard B. Devereux, R. Fabsitz, Ying Zhang, Jason G. Umans, Shelley A. Cole, Oliver Fiehn, Jinying Zhao",2025,Preventing Chronic Disease,10.5888/pcd22.240220,https://www.semanticscholar.org/paper/a63b650f7528afd01308543ace04b51029387397,Semantic Scholar
Unsupervised clustering of single-lead electrocardiograms associates with prevalent and incident heart failure in coronary artery disease,"Josseline Madrid, William J. Young, S. van Duijvenboden, M. Orini, P. Munroe, Julia Ramírez, A. Mincholé",2025,European Heart Journal. Digital Health,10.1093/ehjdh/ztaf013,https://www.semanticscholar.org/paper/7cd39f580e8acf241e694604cb7de877269a5260,Semantic Scholar
Current State and Future Perspectives of Artificial Intelligence for Automated Coronary Angiography Imaging Analysis in Patients with Ischemic Heart Disease,"Mitchel A. Molenaar, Jasper L. Selder, J. Nicolas, B. Claessen, R. Mehran, J. O. Bescós, Mark J Schuuring, B. Bouma, Niels J. Verouden, S. Chamuleau",2022,Current Cardiology Reports,10.1007/s11886-022-01655-y,https://www.semanticscholar.org/paper/2a24d218b6638fc762922e2ca344751fc10d1b89,Semantic Scholar
"Artificial intelligence (AI)-enhanced electrocardiography: a machine-learning model for differential diagnosis between hypertrophic cardiomyopathy, cardiac amyloidosis and Anderson-Fabry disease","I. Ruotolo, A. Saglietto, G. Saturi, G. Sena, A. Ponziani, V. Parisi, R. Ditaranto, A. Zaccaro, M. Casale, M. Schiavo, S. Longhi, N. Galie', C. Raineri, G. De Ferrari, E. Biagini",2024,European Heart Journal,10.1093/eurheartj/ehae666.2035,https://www.semanticscholar.org/paper/b77f9d16d1311272ddc3d22418e9f8eb31addcf7,Semantic Scholar
Large scale application of pulse oximeter and auscultation in screening of neonatal congenital heart disease,"Yuqiang Huang, S. Zhong, Xianmei Zhang, Lin Kong, Wenli Wu, Shixia Yue, Ning Tian, Guanghua Zhu, Aiqin Hu, Juan Xu, Haijan Zhu, Ai-rong Sun, Fangling Qin, Ziwen Wang, Shiqiang Wu",2022,BMC Pediatrics,10.1186/s12887-022-03540-7,https://www.semanticscholar.org/paper/3aa7cc7ffefdbbc74527aca4bdc844e8f08f1187,Semantic Scholar
Deep learning-enabled electrocardiogram assessment of valvular heart disease,"A. Cinq-Mars, T. Carbonati, L. Fiorina, A. Neylon, P. Porquet, A. Nguyen, J. Waks, A. Johnston, T. Pollard, B. Gow, R. Mark, S. Horng, N. Greenbaum, J. Singh",2025,European Heart Journal - Cardiovascular Imaging,10.1093/ehjci/jeae333.001,https://www.semanticscholar.org/paper/39a9f3b2e5484d32476f81ca360c2f469d9442c8,Semantic Scholar
Non-exercise estimation of peak oxygen uptake in patients with ischaemic heart disease and heart failure using seismocardiography,"M. Hansen, Mads Hashiba, Sebastian Kinnberg Nielsen, Christopher Schürenberg Petersen, Rasmus Gundorff Sæderup, S. E. Schmidt, E. Wolsk, J. Helge, Morten Lamberts",2025,European Heart Journal - Digital Health,10.1093/ehjdh/ztaf095,https://www.semanticscholar.org/paper/6184a86d694644cb3038e78c7a3d10046a79fa5a,Semantic Scholar
Problem of implicit assumptions about left ventricular geometry in the calculation of myocardial mass by echocardiography – a validation study with cardiac magnetic resonance,"A. Winkler, K. Sveric, C. Doering, J. Mierke, J. Svitil, F. Heidrich, A. Linke, S. Ulbrich",2022,European Heart Journal,10.1093/eurheartj/ehac544.324,https://www.semanticscholar.org/paper/75eac1ee8dc146dd93b6b60bd25237fe0955e88f,Semantic Scholar
239 Role of eNOS genetic variants on ischaemic heart disease susceptibility and acute coronary syndrome presentation,"A. D’Amato, P. Severino, S. Prosperi, M. Magnocavallo, M. Mariani, Lucrezia Netti, L. Birtolo, P. De Orchi, C. Chimenti, V. Maestrini, F. Miraldi, C. Lavalle, V. Caputo, R. Palmirotta, M. Mancone, F. Fedele",2021,European Heart Journal Supplements,10.1093/eurheartj/suab138.003,https://www.semanticscholar.org/paper/90f064e9e45187892172fcfb8e8aa3028cfa039a,Semantic Scholar
Medical Expert Knowledge Meets AI to Enhance Symptom Checker Performance for Rare Disease Identification in Fabry Disease: Mixed Methods Study,"Anne Pankow, Nico Meißner-Bendzko, Jessica Kaufeld, L. Fouquette, Fabienne Cotte, S. Gilbert, E. Türk, Anibh Das, Christoph Terkamp, G. Burmester, A. D. Wagner",2025,JMIR AI,10.2196/55001,https://www.semanticscholar.org/paper/8473381629e026f390b4c79bc8919c3b58fb3527,Semantic Scholar
"Risk scores for predicting incident heart failure admission in patients with chronic coronary syndromes: validation in a prospective, monocentric, long-term, cohort study","M. Ruíz Ortiz, J. S. Sánchez Fernández, C. Ogayar Luque, E. Romo Peñas, M. Delgado Ortega, J. López Aguilera, F. Carrasco Ávalos, J. C. Castillo Domínguez, M. Anguita Sánchez, A. R. Rodríguez Almodóvar, F. Esteban Martínez, D. Mesa Rubio, A. López Granados, J.M Arizon Del Prado, M. Pan Álvarez-Ossorio",2021,European Heart Journal,10.1093/eurheartj/ehab724.0822,https://www.semanticscholar.org/paper/97f51adbd4e305fd995c477bdc183774d228f905,Semantic Scholar
Development of a Novel Adult Congenital Heart Disease–Specific Patient‐Reported Outcome Metric,"A. Cedars, J. Ko, A. John, J. Vittengl, Ada C Stefanescu-Schmidt, R. Jarrett, S. Kutty, J. Spertus",2020,Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,10.1161/JAHA.119.015730,https://www.semanticscholar.org/paper/df9b3b220696690cf85b7e556fadf51cae05d803,Semantic Scholar
Correspondence on “Electrocardiographic findings and prognostic values in patients hospitalised with COVID-19 in the World Heart Federation Global Study” by Pinto-Filho et al,"H. Marateb, M. Mansourian, M. Mañanas",2023,Heart,10.1136/heartjnl-2022-322246,https://www.semanticscholar.org/paper/a6dc419489751b607db2c1b8ad26dd8966a50ebf,Semantic Scholar
